32.5	-0.36853	-0.49149	-0.61445	-0.737409	-0.860369	-0.983328	-1.10629	
32.75	-0.365728	-0.487751	-0.609773	-0.731796	-0.853819	-0.975841	-1.09786	
33	-0.362967	-0.484067	-0.605168	-0.726268	-0.847368	-0.968468	-1.08957	
33.25	-0.360248	-0.480439	-0.600631	-0.720822	-0.841013	-0.961204	-1.0814	
33.5	-0.35757	-0.476865	-0.596161	-0.715457	-0.834753	-0.954049	-1.07334	
33.75	-0.35493	-0.473344	-0.591758	-0.710172	-0.828585	-0.946999	-1.06541	
34	-0.35233	-0.469874	-0.587419	-0.704963	-0.822508	-0.940053	-1.0576	
34.25	-0.349767	-0.466455	-0.583143	-0.699831	-0.816519	-0.933207	-1.0499	
34.5	-0.347241	-0.463085	-0.578929	-0.694773	-0.810617	-0.926461	-1.0423	
34.75	-0.344751	-0.459763	-0.574775	-0.689787	-0.804799	-0.919811	-1.03482	
35	-0.342297	-0.456488	-0.57068	-0.684872	-0.799064	-0.913256	-1.02745	
35.25	-0.339877	-0.45326	-0.566643	-0.680027	-0.79341	-0.906793	-1.02018	
35.5	-0.337491	-0.450077	-0.562663	-0.675249	-0.787835	-0.900422	-1.01301	
35.75	-0.335138	-0.446938	-0.558738	-0.670538	-0.782339	-0.894139	-1.00594	
36	-0.332818	-0.443843	-0.554868	-0.665893	-0.776918	-0.887943	-0.998967	
36.25	-0.33053	-0.44079	-0.551051	-0.661311	-0.771571	-0.881832	-0.992092	
36.5	-0.328273	-0.437779	-0.547286	-0.656792	-0.766298	-0.875804	-0.985311	
36.75	-0.326046	-0.434809	-0.543571	-0.652334	-0.761096	-0.869859	-0.978621	
37	-0.32385	-0.431879	-0.539907	-0.647936	-0.755965	-0.863993	-0.972022	
37.25	-0.321683	-0.428987	-0.536292	-0.643597	-0.750902	-0.858206	-0.965511	
37.5	-0.319544	-0.426135	-0.532725	-0.639316	-0.745906	-0.852496	-0.959087	
37.75	-0.317434	-0.42332	-0.529205	-0.635091	-0.740976	-0.846862	-0.952747	
38	-0.315352	-0.420541	-0.525731	-0.630921	-0.736111	-0.841301	-0.946491	
38.25	-0.313296	-0.417799	-0.522303	-0.626806	-0.731309	-0.835813	-0.940316	
38.5	-0.311267	-0.415093	-0.518919	-0.622744	-0.72657	-0.830396	-0.934221	
38.75	-0.309264	-0.412421	-0.515578	-0.618735	-0.721891	-0.825048	-0.928205	
39	-0.307287	-0.409784	-0.51228	-0.614776	-0.717273	-0.819769	-0.922265	
39.25	-0.305335	-0.407179	-0.509024	-0.610868	-0.712713	-0.814557	-0.916401	
39.5	-0.303408	-0.404608	-0.505809	-0.607009	-0.70821	-0.809411	-0.910611	
39.75	-0.301504	-0.402069	-0.502634	-0.603199	-0.703764	-0.804329	-0.904894	
40	-0.299625	-0.399562	-0.499499	-0.599436	-0.699373	-0.799311	-0.899248	
40.25	-0.297768	-0.397085	-0.496403	-0.59572	-0.695037	-0.794354	-0.893672	
40.5	-0.295935	-0.39464	-0.493344	-0.592049	-0.690754	-0.789459	-0.888164	
40.75	-0.294123	-0.392224	-0.490324	-0.588424	-0.686524	-0.784624	-0.882724	
41	-0.292334	-0.389837	-0.48734	-0.584842	-0.682345	-0.779848	-0.87735	
41.25	-0.290567	-0.387479	-0.484392	-0.581304	-0.678217	-0.775129	-0.872042	
41.5	-0.28882	-0.38515	-0.481479	-0.577808	-0.674138	-0.770467	-0.866796	
41.75	-0.287095	-0.382848	-0.478601	-0.574355	-0.670108	-0.765861	-0.861614	
42	-0.28539	-0.380574	-0.475758	-0.570942	-0.666126	-0.761309	-0.856493	
42.25	-0.283705	-0.378326	-0.472948	-0.567569	-0.66219	-0.756812	-0.851433	
42.5	-0.28204	-0.376105	-0.470171	-0.564236	-0.658301	-0.752367	-0.846432	
42.75	-0.280394	-0.37391	-0.467426	-0.560942	-0.654458	-0.747973	-0.841489	
43	-0.278768	-0.37174	-0.464713	-0.557686	-0.650659	-0.743631	-0.836604	
43.25	-0.27716	-0.369596	-0.462032	-0.554467	-0.646903	-0.739339	-0.831775	
43.5	-0.27557	-0.367475	-0.459381	-0.551286	-0.643191	-0.735096	-0.827002	
